Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
group_1172	trxB_2	thioredoxin reductase	1	1	1	1	2367	1	1306		911	911	911																				H1605_01747										
group_1176		"methyltransferase, FkbM family"	1	1	1	1	31	1	442		350	350	350																											H1668_01571			
tig_2		trigger factor	1	1	1	1	2182	147	1		341	341	341																												H1670_00310		
group_1184		hypothetical protein	1	1	1	1	1721	1	254		539	539	539																													H704_01685	
group_119		"conserved hypothetical protein, degenerate"	1	1	1	1	1756	1	1083		1904	1904	1904																														SRR065736_00759
group_125		"Potassium-transporting ATPase, A subunit, degenerate"	1	1	1	1	1770	4	19		332	332	332		ERR713656_00848																												
group_126		Potassium-transporting ATPase A chain (TC 3.A.3.7.1)	1	1	1	1	1772	4	17		1112	1112	1112			ERR278423_01519																											
group_127		"Potassium-transporting ATPase, A subunit, degenerate"	1	1	1	1	1793	4	26		278	278	278																														SRR065736_00700
group_133		Filamentous haemagglutinin domain protein	1	1	1	1	1882	242	1		1061	1061	1061																					H1606_00703									
group_134		Filamentous haemagglutinin domain protein	1	1	1	1	1751	191	1		1061	1061	1061										ERR221288_00904																				
group_135		Filamentous haemagglutinin domain protein	1	1	1	1	1881	200	1		1061	1061	1061					ERR083973_01547																									
group_143		Motility accessory factor	1	1	1	1	1543	1	1245		1199	1199	1199							ERR108372_00251																							
group_146	pseD_1	PseD protein	1	1	1	1	2563	1	898		800	800	800									ERR193205_00992																					
group_147	pseD	PseD protein	1	1	1	1	2587	1	1243		1808	1808	1808										ERR221288_00835																				
group_150		putative sugar transferase	1	1	1	1	2348	1	51		836	836	836																		ERR593768_01722												
group_154		putative sugar transferase	1	1	1	1	3196	1	781		323	323	323																												H1670_01772		
group_155		putative sugar transferase	1	1	1	1	2551	1	658		839	839	839																												H1670_01775		
group_156		putative sugar transferase	1	1	1	1	762	1	427		362	362	362																								H1662_01689						
group_157		putative sugar transferase	1	1	1	1	3195	1	779		926	926	926																								H1662_01685						
group_1579		DNA topoisomerase I	1	1	1	1	2332	1	26		278	278	278			ERR278423_01394																											
topA_2		DNA topoisomerase I	1	1	1	1	2333	1	27		1808	1808	1808			ERR278423_01395																											
group_159	cirA_2	"TonB-dependent receptor, putative, degenerate"	1	1	1	1	2723	1	246		884	884	884									ERR193205_01240																					
group_16	maf-6_2	motility accessory factor	1	1	1	1	1717	1	587		401	401	401																						H1607_01812								
group_169	glpT_2	"glycerol-3-phosphate transporter, authentic frameshift"	1	1	1	1	661	31	4		458	458	458									ERR193205_00256																					
group_17		motility accessory factor	1	1	1	1	1546	1	1248		1094	1094	1094							ERR108372_00248																							
glpT_3		"MFS transporter, OPA family, phosphoglycerate transporter protein"	1	1	1	1	740	31	2		221	221	221																														
group_18		Motility accessory factor	1	1	1	1	1547	1	1249		392	392	392							ERR108372_00247																							
group_180		invasion phenotype protein	1	1	1	1	1762	1	76		299	299	299											ERR221374_00728																			
group_1810	flgE_1	flagellar hook protein FlgE	1	1	1	1	1414	6	11		2546	2546	2546		ERR713656_00176																												
group_1812		spermidine/putrescine transport system ATP-binding protein	1	1	1	1	1491	1	167		140	140	140		ERR713656_00908																												
group_1841		Flagellar hook-length control protein FliK	1	1	1	1	2911	139	1		1712	1712	1712																														
group_1842		hypothetical protein	1	1	1	1	1430	1	121		773	773	773																														
group_1843		hypothetical protein	1	1	1	1	1429	1	120		203	203	203																														
group_1844	dns	extracellular deoxyribonuclease	1	1	1	1	1427	1	115		671	671	671																														
group_1845	espP	FIG00470064: hypothetical protein	1	1	1	1	1622	5	8		257	257	257																														
group_1846		periplasmic protein	1	1	1	1	2743	135	1		203	203	203																														
group_1848		lipoprotein	1	1	1	1	3321	1	434		518	518	518																														
group_1849		restriction endonuclease	1	1	1	1	1817	1	87		167	167	167																														
group_1851	trmL	"RNA methyltransferase, TrmH family, group 2"	1	1	1	1	189	263	1		431	431	431																														
group_1852	hyaD_1	lipooligosaccharide biosynthesis glycosyltransferase	1	1	1	1	780	1	756		1256	1256	1256																														
group_1853		"beta-1,4-N-acetylgalactosaminyltransferase"	1	1	1	1	748	1	772		1043	1043	1043																														
group_1854	kfoC_2	"beta-1,3-galactosyltransferase"	1	1	1	1	749	1	771		905	905	905																														
group_186		highly acidic protein	1	1	1	1	2518	1	958		398	398	398																														
group_1878		BdrR	1	1	1	1	3158	1	627		446	446	446																														
group_189		FIG00470890: hypothetical protein	1	1	1	1	1418	1	1171		581	581	581													ERR278242_00277																	
group_19	maf-6_2	motility accessory factor	1	1	1	1	2550	1	697		1427	1427	1427																				H1605_01736										
group_190		FIG00470890: hypothetical protein	1	1	1	1	2899	1	1172		515	515	515				ERR083948_00001																										
group_191		FIG00470890: hypothetical protein	1	1	1	1	2973	1	1281		1106	1106	1106					ERR083973_00001																									
group_1925		hypothetical protein	1	1	1	1	2344	1	871		323	323	323			ERR278423_01434																											
group_1926		hypothetical protein	1	1	1	1	2343	1	872		407	407	407			ERR278423_01435																											
group_1971		Biotin synthesis protein BioG	1	1	1	1	728	2	13		611	611	611																														
hcpC_1		Hsp12 variant C	1	1	1	1	720	2	11		611	611	611																														
group_1992		putative sugar transferase	1	1	1	1	54	1	495		236	236	236																														
group_1993		"capsular polysaccharide biosynthesis protein, glycosyltransferase"	1	1	1	1	53	1	494		365	365	365																														
menE		AMP-dependent synthetase and ligase	1	1	1	1	52	1	493		1340	1340	1340																														
fabG_3		NAD dependent epimerase/dehydratase family protein	1	1	1	1	51	1	492		725	725	725																														
group_1996		hypothetical protein	1	1	1	1	50	1	491		299	299	299																														
group_1997		sugar transferase	1	1	1	1	49	1	490		1274	1274	1274																														
group_2	maf-6	motility accessory factor	1	1	1	1	2496	1	1024		263	263	263	ERR494558_01765																													
group_20	maf-6_1	motility accessory factor	1	1	1	1	3329	1	696		443	443	443																				H1605_01735										
group_21		motility accessory factor	1	1	1	1	2177	1	743		152	152	152									ERR193205_01824																					
group_2107		Methyl-accepting chemotaxis signal transduction protein	1	1	1	1	1551	1	1018		1295	1295	1295				ERR083948_01461																										
group_212		sugar transferase	1	1	1	1	62	1	472		536	536	536														ERR278359_01034																
group_214		putative sugar transferase	1	1	1	1	58	1	470		1127	1127	1127																									H1664_01542					
group_2153		type II restriction-modification enzyme	1	1	1	1	2896	1	1169		1148	1148	1148					ERR083973_00004																									
group_2154		Putative integral membrane protein	1	1	1	1	2895	1	1168		1397	1397	1397					ERR083973_00005																									
group_2155		Putative integral membrane protein	1	1	1	1	2894	1	1167		1640	1640	1640					ERR083973_00006																									
group_216		sugar transferase	1	1	1	1	64	1	783		764	764	764												ERR278230_01028																		
group_2188		hypothetical protein	1	1	1	1	820	196	1		131	131	131					ERR083973_00926																									
group_2190		flagellin modification protein PtmF	1	1	1	1	2289	1	901		902	902	902					ERR083973_01067																									
group_220		putative sugar transferase	1	1	1	1	43	1	90		1127	1127	1127											ERR221374_01781																			
group_2201		hypothetical protein	1	1	1	1	664	1	742		356	356	356					ERR083973_01173																									
group_2202	suhB	inositol monophosphatase family protein	1	1	1	1	688	1	794		749	749	749					ERR083973_01176																									
group_2204	hprA	d-isomer specific 2-hydroxyacid dehydrogenase nad-binding protein	1	1	1	1	678	1	795		932	932	932					ERR083973_01178																									
group_221		putative sugar transferase	1	1	1	1	1170	123	1		1196	1196	1196													ERR278242_00729																	
astA_3		Arylsulfotransferase	1	1	1	1	150	7	13		404	404	404																				H1605_01022										
group_2243		type II restriction-modification enzyme	1	1	1	1	2970	1	1200		1181	1181	1181						ERR084064_00219																								
group_2244		Putative integral membrane protein	1	1	1	1	2969	1	1201		2138	2138	2138						ERR084064_00220																								
group_2270		hypothetical protein	1	1	1	1	2232	1	545		185	185	185						ERR084064_01181																								
group_2272		VapD	1	1	1	1	2234	1	543		407	407	407						ERR084064_01186																								
group_2276		cpp33	1	1	1	1	912	1	541		551	551	551						ERR084064_01191																								
group_2278	cmgB6	TrbL/VirB6 plasmid conjugal transfer protein	1	1	1	1	940	1	539		992	992	992						ERR084064_01195																								
group_2279		lipoprotein	1	1	1	1	939	1	538		164	164	164						ERR084064_01196																								
group_2280	virB8	"type IV secretory pathway, VirB3-like protein"	1	1	1	1	938	1	537		659	659	659						ERR084064_01197																								
group_2281	ptlF	"type IV secretion system protein VirB9, putative"	1	1	1	1	937	1	536		890	890	890						ERR084064_01198																								
cmgB10		type IV secretion system protein VirB10	1	1	1	1	936	1	535		1178	1178	1178						ERR084064_01199																								
group_2283	traG	cmgd4	1	1	1	1	934	1	521		1811	1811	1811						ERR084064_01201																								
group_2284		cpp44	1	1	1	1	923	1	520		431	431	431						ERR084064_01202																								
group_2285		YggA-like protein	1	1	1	1	924	1	519		758	758	758						ERR084064_01203																								
group_2286		cpp46	1	1	1	1	925	1	518		800	800	800						ERR084064_01204																								
group_2287		cpp47	1	1	1	1	926	1	517		620	620	620						ERR084064_01206																								
group_2288		hypothetical protein	1	1	1	1	927	1	524	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	152	152	152						ERR084064_01207																								
group_2293		cpp4	1	1	1	1	1023	1	1032		422	422	422						ERR084064_01214																								
group_2294		repa	1	1	1	1	1022	1	1031		1196	1196	1196						ERR084064_01215																								
group_2295		cpp7	1	1	1	1	1021	1	1029		290	290	290						ERR084064_01216																								
trxB_3		thioredoxin reductase	1	1	1	1	111	1	723		263	263	263																				H1605_01760										
group_2302		hypothetical protein	1	1	1	1	396	1	356		161	161	161						ERR084064_01419																								
group_2303		hypothetical protein	1	1	1	1	397	1	357		272	272	272						ERR084064_01420																								
group_2317		membrane protein	1	1	1	1	2027	257	1		878	878	878																														
group_2318	metF	"5,10-methylenetetrahydrofolate reductase"	1	1	1	1	828	258	1		848	848	848																														
group_2319		Motility accessory factor	1	1	1	1	2567	1	936		587	587	587																														
maf-4_2		motility accessory factor	1	1	1	1	2514	1	889		743	743	743							ERR108372_01429																							
group_235		carbonic anyhydrase	1	1	1	1	2555	1	997		566	566	566																														
group_236		carbonic anyhydrase	1	1	1	1	1718	1	256		512	512	512																			H1604_01733											
group_24	maf-6_3	motility accessory factor	1	1	1	1	2500	1	1008		464	464	464																				H1605_01751										
group_2400	flaB_3	flagellin	1	1	1	1	2293	1	1295		593	593	593								ERR128814_00957																						
group_2432		hypothetical protein	1	1	1	1	1508	1	1224		152	152	152								ERR128814_01352																						
group_2440		hypothetical protein	1	1	1	1	2250	1	549		236	236	236																														
group_2441		Protein involved in initiation of plasmid replication	1	1	1	1	2	1	1337		755	755	755																														
group_2442		DNA methyltransferase	1	1	1	1	705	235	3		1913	1913	1913									ERR193205_00252																					
group_2446		dna methylase-type I restriction-modification system	1	1	1	1	102	137	7		1418	1418	1418									ERR193205_00699																					
group_2447		hypothetical protein	1	1	1	1	1550	1	1236	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	173	173	173									ERR193205_01221																					
group_2451	flgE_2	flagellar hook protein FlgE	1	1	1	1	1413	6	14		2537	2537	2537									ERR193205_01630																					
group_2452		FIG00469771: hypothetical protein	1	1	1	1	2794	201	1		149	149	149										ERR221288_00085																				
