Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,OXC8500,OXC8749,OXC8885,OXC4567,OXC6332,OXC6357,OXC6453,OXC6609,OXC6729,OXC7157,OXC7004,OXC7095,OXC7345,OXC7358,OXC7452,OXC4632,OXC7664,OXC6927,H1604,H1605,H1606,H1607,H1608,H1662,H1664,H1666,H1668,H1670,H704,H22082
group_1662,,Na/Pi-cotransporter protein,8,8,1,1,1523,274,1,,275,275,275,,,OXC8885_00167,,,,,,,,,,,,,OXC4632_00841,,OXC6927_00580,H1604_00923,,,,,,,,H1668_00856,,H704_00915,H22082_00912
group_1681,,Uncharacterized conserved protein,8,8,1,1,1773,53,1,,1751,1751,1751,,,OXC8885_00976,,,,,,,,,,,,,OXC4632_00022,,OXC6927_01221,H1604_00022,,,,,,,,H1668_00510,,H704_01331,H22082_01116
kgtP_2,,alpha-ketoglutarate permease,8,8,1,1,1641,58,1,,584,683,658,,,,,OXC6332_00062,,,,,,,OXC7095_00160,OXC7345_00160,OXC7358_00189,OXC7452_00184,,,,,,,,H1608_00286,,H1664_00272,H1666_00496,,,,
group_1715,,FIG00470222: hypothetical protein,8,8,1,1,1058,5,6,,491,491,491,,,,OXC4567_00613,,,OXC6453_01411,,,,,,OXC7345_01244,,OXC7452_01366,,,,,,,,,H1662_00120,,,,H1670_00445,,
group_1717,,FIG00469568: hypothetical protein,8,8,1,1,1048,5,16,,458,461,459,,,,OXC4567_00615,,,OXC6453_01409,,,,,,,,OXC7452_01364,,,OXC6927_01730,,,,,,H1662_00118,,,,H1670_00447,,
group_1720,,FIG00471942: hypothetical protein,8,8,1,1,1043,5,23,,383,383,383,,,,OXC4567_00618,,,OXC6453_01406,,,,,,OXC7345_01239,,OXC7452_01361,,,,,,,,,H1662_00115,,,,H1670_00450,,
group_1722,,FIG00470627: hypothetical protein,8,8,1,1,1039,5,115,,2642,2642,2642,,,,OXC4567_00621,,,OXC6453_01403,,,,,,OXC7345_01236,,OXC7452_01358,,,,,,,,,H1662_00112,,,,H1670_00453,,
group_1723,,FIG00470172: hypothetical protein,8,8,1,1,1036,5,112,,1034,1034,1034,,,,OXC4567_00624,,,OXC6453_01400,,,,,,OXC7345_01233,,OXC7452_01355,,,,,,,,,H1662_00109,,,,H1670_00456,,
group_1728,,FIG00471244: hypothetical protein,8,8,1,1,1029,5,104,,380,380,380,,,,OXC4567_00631,,,OXC6453_01397,,,,,,OXC7345_01230,,OXC7452_01352,,,,,,,,,H1662_00102,,,,H1670_00464,,
group_1729,,FIG00470088: hypothetical protein,8,8,1,1,1027,5,102,,203,203,203,,,,OXC4567_00633,,,OXC6453_01395,,,,,,OXC7345_01228,,OXC7452_01350,,,,,,,,,H1662_00100,,,,H1670_00466,,
group_1730,,putative resolvase,8,8,1,1,1025,5,100,,272,272,272,,,,OXC4567_00635,,,OXC6453_01393,,,,,,OXC7345_01226,,OXC7452_01348,,,,,,,,,H1662_00098,,,,H1670_00468,,
group_1731,,"terminase B protein, putative",8,8,1,1,1024,5,99,,1292,1292,1292,,,,OXC4567_00636,,,OXC6453_01392,,,,,,OXC7345_01225,,OXC7452_01347,,,,,,,,,H1662_00097,,,,H1670_00469,,
group_1733,,hypothetical protein,8,8,1,1,1018,5,93,,365,365,365,,,,OXC4567_00641,,,OXC6453_01387,,,,,,OXC7345_01220,,OXC7452_01342,,,,,,,,,H1662_00092,,,,H1670_00474,,
group_2022,,ArsR family regulatory protein,8,8,1,1,1114,11,4,,227,227,227,,,,,,OXC6357_01286,,OXC6609_01704,,OXC7157_00394,OXC7004_00582,,,,,,,,,,H1606_00644,H1607_00284,,,,,,,,
group_2030,hsdS,dna methylase-type I restriction-modification system,8,8,1,1,2880,176,6,,1442,1442,1442,,,,,,OXC6357_01436,OXC6453_01528,OXC6609_00843,,,OXC7004_01265,,,,OXC7452_01480,,,,,,H1606_01308,H1607_01274,,,H1664_01450,,,,,
group_2134,,Aminoglycoside N3'-acetyltransferase,8,8,1,1,665,1,20,,785,785,785,,,,,,,,OXC6609_00205,OXC6729_01713,OXC7157_01749,OXC7004_01422,,,,,,OXC7664_01213,,,H1605_01435,H1606_01560,H1607_01528,,,,,,,,
group_232,,Na/Pi-cotransporter protein,8,8,1,1,1524,187,3,,335,866,467,OXC8500_00407,OXC8749_00278,,OXC4567_00583,,,OXC6453_00298,,,,,,,,OXC7452_00576,,,,,,,,,H1662_00150,,,,H1670_00797,,
group_234,amtB,Ammonium transporter,8,8,1,1,1521,194,2,,473,1235,750,,,,,,OXC6357_00524,,OXC6609_01352,OXC6729_01317,,OXC7004_00927,,,,,,OXC7664_00835,,,H1605_00393,,,,,,,,,H704_00935,H22082_00892
group_239,aer_1,ATPase,8,8,1,1,340,209,1,,386,836,724,OXC8500_00756,OXC8749_01727,,OXC4567_01217,,,,,,,,,,,,,,OXC6927_00928,H1604_01199,,,,,H1662_00951,,,,H1670_01063,,
group_2419,,Major spike protein (G protein),8,8,1,2,7,36,6,,527,527,527,,,,,,,,,,,,,,,,,,,H1604_01575,,H1606_00948,H1607_01561,H1608_01164,H1662_01159,,H1666_01745,H1668_01156,H1670_01175,,
group_27,kdpB_2,potassium-transporting ATPase subunit B,8,8,1,1,1883,13,20,,236,2045,849,OXC8500_00254,OXC8749_00125,OXC8885_00882,OXC4567_00430,,,,,,,,,,,,,,,H1604_00249,,,,,H1662_00304,,,,H1670_00640,,
yhjE,,inner membrane metabolite transport protein YdfJ,8,8,1,1,1081,244,2,,200,440,260,,,,,,OXC6357_00338,,OXC6609_01259,,OXC7157_00298,OXC7004_00485,,,,,,,,,,H1606_00840,H1607_00188,,,,,,,H704_01091,H22082_01247
group_348,vacA,FIG00471264: hypothetical protein,8,8,1,1,575,39,1,,275,824,480,,,,,,OXC6357_00503,,OXC6609_00163,OXC6729_00510,,OXC7004_01727,,,,,,OXC7664_01455,,,H1605_00939,H1606_01602,H1607_01597,,,,,,,,
group_349,,sugar transferase,8,14,1.75,1,457,3,77,,419,1247,624,,,,,OXC6332_00910,,OXC6453_01186,,,,,OXC7095_01449,OXC7345_01472,"OXC7358_00483	OXC7358_00482	OXC7358_00484",,,,,,,,,"H1608_01191	H1608_01192	H1608_01190",,H1664_01766,"H1666_01593	H1666_01594	H1666_01592",,,,
group_44,,K01546 K+-transporting ATPase ATPase A chain,8,8,1,1,1884,13,21,,869,1112,960,,OXC8749_00126,OXC8885_00881,,,,,,,,,,,,,,,,H1604_00248,,,,,H1662_00303,,,,,H704_00778,
group_452,tsh,serine protease eatA precursor,8,8,1,1,1214,12,15,,185,269,195,,,,,,,OXC6453_00944,,,,,,,,OXC7452_01070,,,,,,,,,H1662_00830,,,H1668_00600,,,
group_472,,FIG00470767: hypothetical protein,8,8,1,1,1035,5,111,,2051,4994,3962,,,,OXC4567_00629,,,OXC6453_01399,,,,,,OXC7345_01232,,OXC7452_01354,,,,,,,,,H1662_00104,,,,H1670_00462,,
group_48,,"Potassium-transporting ATPase, A subunit, degenerate",8,8,1,1,1878,13,16,,203,389,303,OXC8500_00258,,OXC8885_00878,OXC4567_00434,,OXC6357_00690,,,,,,,,,,,,,,H1605_00561,H1606_00448,H1607_00427,,,,,,H1670_00644,,
maf1,,motility accessory factor,8,8,1,1,66,1,83,,122,1424,564,OXC8500_01743,OXC8749_01662,,OXC4567_01285,,OXC6357_01295,,,,,OXC7004_01559,,,,,OXC4632_01595,,,,,,,,,,,H1668_01264,,,
group_627,,CTA2 subfamily 1 protein,8,8,1,1,313,31,2,,239,416,349,,,OXC8885_00638,,,OXC6357_00766,,OXC6609_00004,OXC6729_00365,,OXC7004_01566,,,,,,OXC7664_01310,,,H1605_01088,,,,,,,,,,
group_633,,FIG00472700: hypothetical protein,8,8,1,1,1020,5,94,,332,1001,917,,,,OXC4567_00640,,,OXC6453_01388,,,,,,OXC7345_01221,,OXC7452_01343,,,,,,,,,H1662_00093,,,,H1670_00473,,
hsdR_1,,"Type I restriction-modification system, restriction subunit R",8,8,1,1,2239,44,9,,1448,2915,1814,,,,,OXC6332_00725,,,,,,,OXC7095_00235,OXC7345_01428,OXC7358_01164,,,,,,,,,H1608_01123,,,H1666_01558,,,H704_01622,H22082_01085
group_762,purB,Adenylosuccinate lyase,8,8,1,1,1778,18,2,,191,1328,1185,OXC8500_00696,,OXC8885_00960,OXC4567_00198,,,,,,,,,,,,,,,,,,,,H1662_00550,,,H1668_00526,H1670_00007,H704_01315,
group_93,,FIG00470890: hypothetical protein,8,8,1,1,2578,16,18,,293,1397,1121,,OXC8749_01344,,OXC4567_00989,,,,OXC6609_01062,,,OXC7004_00331,,,,,,,OXC6927_00374,,,,,,H1662_01124,,,,H1670_00320,,
group_936,,Putative integral membrane protein,8,8,1,1,2580,16,22,,761,1808,1657,,,OXC8885_00781,,,,,OXC6609_01060,OXC6729_00210,,OXC7004_00329,,,,,,OXC7664_00314,,,H1605_00206,H1606_00757,H1607_00110,,,,,,,,
group_953,,hypothetical protein,8,8,1,1,1005,5,72,,257,257,257,,,,OXC4567_00651,,,OXC6453_01378,,,,,,OXC7345_01209,,OXC7452_01332,,,,,,,,,H1662_00082,,,,H1670_00485,,
group_98,,periplasmic protein,8,8,1,1,2490,15,7,,719,2264,1877,,,,,OXC6332_01534,,,,,,,OXC7095_01733,OXC7345_01467,OXC7358_00981,,,,,,,,,H1608_01349,,,H1666_01737,,,H704_00555,H22082_01323
group_1174,,putative sugar transferase,7,7,1,1,393,3,101,,839,2525,2284,OXC8500_00704,OXC8749_01675,,OXC4567_01164,,,,,,,,,,,,,,,,,,,,H1662_00899,,,,H1670_01010,,
group_1410,neuC_1,UDP-N-acetylglucosamine 2-epimerase,7,7,1,1,867,220,8,,1118,1124,1121,,,OXC8885_01445,,,,OXC6453_01628,,,,,,,,OXC7452_01581,,,,H1604_00631,,,,,,H1664_01349,,,,H704_00086,H22082_00661
group_1411,neuA_1,N-acylneuraminate cytidylyltransferase,7,7,1,1,864,220,6,,665,665,665,,,OXC8885_01447,,,,OXC6453_01629,,,,,,,,OXC7452_01582,,,,H1604_00633,,,,,,H1664_01348,,,,H704_00084,H22082_00658
group_1443,,phage tail protein,7,7,1,1,2845,2,34,,941,968,944,,,,,OXC6332_00298,,,,,,,OXC7095_01110,OXC7345_00538,OXC7358_00255,,,,,,,,,H1608_01105,,,H1666_01179,,,,
group_1456,,"Type I restriction-modification system, specificity subunit S",7,7,1,1,187,6,3,,260,1196,393,,,,,OXC6332_01051,OXC6357_00230,,,,,,OXC7095_01436,OXC7345_01767,OXC7358_00795,,,,,,,,,H1608_01332,,,H1666_00325,,,,
espP,,FIG00470064: hypothetical protein,7,7,1,1,1126,12,3,,152,2483,2150,,,,,OXC6332_01122,,,,,,,OXC7095_00817,OXC7345_01098,OXC7358_00569,,OXC4632_00519,,,,,,,H1608_00691,,,H1666_00905,,,,
group_1499,hyaD_1,glycosyl transferase,7,7,1,1,875,220,16,,1169,1193,1185,,,OXC8885_01440,,,,OXC6453_01623,,,,,,,,OXC7452_01576,,,,H1604_00626,,,,,,H1664_01354,,,,H704_00954,H22082_00785
group_1633,,Putative sugar nucleotidyltransferase,7,7,1,1,450,3,62,,1856,1859,1858,OXC8500_01738,OXC8749_01669,,OXC4567_01158,,,,,,,,,,,,,,,,,,,,H1662_01129,,,,H1670_01003,,
group_1634,,putative capsular polysaccharide biosynthesis protein,7,7,1,1,451,3,61,,1919,1919,1919,OXC8500_01739,OXC8749_01668,,OXC4567_01157,,,,,,,,,,,,,,,,,,,,H1662_01128,,,,H1670_01002,,
group_167,maf-6,Motility accessory factor,7,7,1,31,1,305,1,Investigate,170,1472,510,,,OXC8885_01765,,,,,,,,,,,,,,,OXC6927_01043,H1604_01413,,,,,,,,,,H704_01678,H22082_01684
spsE_1,,polyhydroxyalkanoate synthesis repressor PhaR,7,7,1,1,868,220,10,,1040,1040,1040,,,OXC8885_01444,,,,OXC6453_01627,,,,,,,,OXC7452_01580,,,,H1604_00630,,,,,,H1664_01350,,,,H704_00087,H22082_00662
group_1718,,FIG00469502: hypothetical protein,7,7,1,1,1046,5,20,,1280,1280,1280,,,,OXC4567_00616,,,OXC6453_01408,,,,,,,,OXC7452_01363,,,,,,,,,H1662_00117,,,,H1670_00448,,
group_1860,,tail protein,7,7,1,1,2839,2,40,,515,515,515,,,,,OXC6332_00292,,,,,,,OXC7095_01104,OXC7345_00532,OXC7358_00261,,,,,,,,,H1608_01099,,,H1666_01185,,,,
group_1861,,hypothetical protein,7,7,1,1,2840,2,39,,236,236,236,,,,,OXC6332_00293,,,,,,,OXC7095_01105,OXC7345_00533,OXC7358_00260,,,,,,,,,H1608_01100,,,H1666_01184,,,,
group_1862,,membrane protein,7,7,1,1,2841,2,38,,230,230,230,,,,,OXC6332_00294,,,,,,,OXC7095_01106,OXC7345_00534,OXC7358_00259,,,,,,,,,H1608_01101,,,H1666_01183,,,,
group_1863,,phage-related tail protein,7,7,1,1,2842,2,37,,1964,1964,1964,,,,,OXC6332_00295,,,,,,,OXC7095_01107,OXC7345_00535,OXC7358_00258,,,,,,,,,H1608_01102,,,H1666_01182,,,,
group_1864,,tail protein,7,7,1,1,2843,2,36,,374,374,374,,,,,OXC6332_00296,,,,,,,OXC7095_01108,OXC7345_00536,OXC7358_00257,,,,,,,,,H1608_01103,,,H1666_01181,,,,
group_1865,,tail protein,7,7,1,1,2844,2,35,,191,191,191,,,,,OXC6332_00297,,,,,,,OXC7095_01109,OXC7345_00537,OXC7358_00256,,,,,,,,,H1608_01104,,,H1666_01180,,,,
group_1916,adhC2,"oxidoreductase, zinc-binding dehydrogenase family",7,7,1,1,198,6,32,,1076,1076,1076,,,,,OXC6332_01043,OXC6357_00233,,,,,,OXC7095_01428,OXC7345_01759,OXC7358_00787,,,,,,,,,H1608_01324,,,H1666_00317,,,,
tetM,,tetracycline resistance protein,7,7,1,1,299,7,24,,1919,1919,1919,,,,,,OXC6357_00259,OXC6453_00557,OXC6609_00247,,,OXC7004_00968,,,,,,,,,,,,,,,,,,,
group_213,,putative phosphoserine phosphatase,7,7,1,1,1936,2,21,,470,638,494,,OXC8749_00011,,,OXC6332_01236,,,,,,,OXC7095_01478,OXC7345_00549,OXC7358_00406,,,,,,,,,H1608_00738,,,H1666_01320,,,,
group_2245,,phage tail protein,7,7,1,1,2751,2,3,,620,620,620,,,,,,,,,,OXC7157_00531,,OXC7095_01098,OXC7345_00526,,,,,,,,H1606_01247,H1607_01213,H1608_01093,,,H1666_01191,,,,
group_392,ymfD,multidrug DMT transporter permease,7,7,1,1,1752,28,2,,308,1271,710,,,,,,,OXC6453_00070,,OXC6729_00079,,,,,,OXC7452_00096,,OXC7664_00074,,,H1605_00075,,,,,H1664_00183,,,H1670_00075,,
group_397,rluD,ribosomal large subunit pseudouridine synthase D,7,7,1,1,1779,18,3,,245,902,767,OXC8500_00695,,OXC8885_00961,OXC4567_00197,,,,,,,,,,,,,,,,,,,,H1662_00551,,,H1668_00525,,H704_01316,
group_400,,Putative integral membrane protein,7,7,1,1,2570,16,17,,1154,2519,2294,OXC8500_00822,OXC8749_01346,,OXC4567_00991,,,,,,,,,,,,,,,,,,,,H1662_01122,,,,H1670_00318,H704_01032,
group_43,,"Potassium-transporting ATPase, A subunit, degenerate",7,7,1,1,1876,13,13,,203,389,260,,OXC8749_00128,,,,,,,,,OXC7004_00761,,,,,,,,H1604_00245,,,,,H1662_00301,H1664_00780,,,,,H22082_00297
group_439,yfkO,nitroreducatase family protein,7,7,1,1,879,95,1,,338,620,579,,,,,,,OXC6453_01550,,,,,,,,OXC7452_01502,,,OXC6927_01484,,,,,,,H1664_01428,,H1668_01534,H1670_01540,,H22082_01349
group_465,,glycosyl transferase family 2,7,7,1,1,480,3,92,,170,725,645,,,,,OXC6332_00920,,,,,,,OXC7095_01459,OXC7345_01482,OXC7358_00472,OXC7452_00016,,,,,,,,,,H1664_01756,H1666_01604,,,,
group_492,trpD,anthranilate synthase component II,7,7,1,1,1076,99,1,,167,1601,1396,,,,,,,OXC6453_01080,,OXC6729_00716,,,,,,OXC7452_00939,,OXC7664_00403,,,H1605_00722,,,,,H1664_00454,,H1668_00085,,,
group_517,,Putative Lactamase B ( Metallo-beta-lactamase superfamily),7,7,1,1,1609,185,1,,344,344,344,,,,,,,OXC6453_00189,,OXC6729_00182,,,,,,OXC7452_00214,,OXC7664_00177,,H1604_01289,H1605_00178,,,,,H1664_00302,,,,,
group_52,,carbonic anyhydrase,7,7,1,1,648,1,54,,242,1001,545,,,,,,,,,,,,,,,,,,,H1604_01715,,,,H1608_01380,,H1664_01179,,,,,
group_583,mcp4_3,MCP-domain signal transduction protein,7,7,1,1,2471,52,3,,674,1592,805,,,,,,,OXC6453_01433,,,,,,,,OXC7452_01386,OXC4632_01215,,OXC6927_01375,,,,,,,H1664_01545,,H1668_01642,H1670_01651,,
cjeI_2,,restriction modification enzyme,7,7,1,1,2890,182,2,,1826,4097,2546,,OXC8749_01047,OXC8885_01354,,,,,,,,,,,,,,,,,,,,,,,,,,H704_00459,
vatD,,acetyltransferase,7,7,1,1,863,220,4,,614,830,790,,,OXC8885_01448,,,,OXC6453_01630,,,,,,,,OXC7452_01583,,,,H1604_00634,,,,,,H1664_01346,,,,H704_00083,H22082_00657
group_642,,Uncharacterized conserved protein,7,7,1,1,191,6,42,,572,1667,728,,,,,OXC6332_01047,OXC6357_00231,,,,,,OXC7095_01432,OXC7345_01763,OXC7358_00791,,,,,,,,,H1608_01328,,,H1666_00321,,,,
tagF,,putative CDP glycerol glycerophosphotransferase,7,7,1,1,394,3,100,,2942,3287,3237,OXC8500_00705,OXC8749_01676,,OXC4567_01165,,,,,,,,,,,,,,,,,,,,H1662_00900,,,,H1670_01012,,
group_795,fliA,flagellar biosynthesis sigma factor,7,7,1,1,2558,96,2,,314,716,658,,,,,OXC6332_01507,,,,,,,OXC7095_00338,OXC7345_00442,OXC7358_00374,,,,,,,,,H1608_00853,,,H1666_01008,,H1670_00290,,
group_12,pseD,PseD protein,6,6,1,1,63,1,11,,359,1952,939,,OXC8749_01568,OXC8885_01777,,,,,,,OXC7157_01200,OXC7004_01541,,,,,,,,,H1605_01481,,H1607_01796,,,,,,,,
group_1238,,phage tail protein,6,6,1,1,2832,2,47,,620,620,620,OXC8500_01062,OXC8749_00029,OXC8885_01053,,,,,,,,,,,,,,,OXC6927_00793,,,,,,,,,H1668_00275,,,
astA,,Arylsulfotransferase,6,6,1,1,2381,9,9,,209,815,532,,,,,,,OXC6453_01298,,OXC6729_00964,,,,,,OXC7452_01251,,OXC7664_01642,,,H1605_01648,,,,,H1664_01628,,,,,
tonB2_2,,periplasmic protein TonB,6,6,1,1,1658,22,2,,236,236,236,,,,,,OXC6357_00073,,OXC6609_00435,,OXC7157_00152,OXC7004_00144,,,,,,,,,,H1606_00073,H1607_00852,,,,,,,,
group_1418,,FIG00470112: hypothetical protein,6,6,1,1,1030,5,105,,1211,1211,1211,,,,OXC4567_00630,,,OXC6453_01398,,,,,,OXC7345_01231,,,,,,,,,,,H1662_00103,,,,H1670_00463,,
group_1424,,hypothetical protein,6,6,1,1,1007,5,75,,272,272,272,,,,OXC4567_00649,,,,,,,,,OXC7345_01211,,OXC7452_01334,,,,,,,,,H1662_00084,,,,H1670_00483,,
pseH,,GNAT family acetyltransferase,6,6,1,1,629,34,6,,518,563,525,,,,,OXC6332_00705,,,,,,,OXC7095_00691,OXC7345_00685,OXC7358_01664,,,,,,,,,H1608_01376,,,H1666_00043,,,,
group_1450,,FIG00470478: hypothetical protein,6,6,1,1,2253,14,7,,155,194,187,,,,,OXC6332_00713,,,,,,,OXC7095_00223,OXC7345_01416,OXC7358_01176,,,,,,,,,H1608_01111,,,H1666_01570,,,,
group_1466,,Filamentous haemagglutinin domain protein,6,6,1,1,2488,15,6,,725,1607,1459,,,,,OXC6332_01533,,,,,,,OXC7095_01732,OXC7345_01468,OXC7358_00982,,,,,,,,,H1608_01350,,,H1666_01738,,,,
maf3,,Motility accessory factor 3,6,6,1,1,70,1,61,,881,1850,1688,,,,,OXC6332_01535,,,,,,,OXC7095_00697,OXC7345_00679,OXC7358_01670,,,,,,,,,H1608_01370,,,H1666_00049,,,,
group_1468,,PseD,6,6,1,1,71,1,62,,971,1964,1798,,,,,OXC6332_01556,,,,,,,OXC7095_00698,OXC7345_00678,OXC7358_01671,,,,,,,,,H1608_01369,,,H1666_00050,,,,
group_1478,,capsular polysaccharide biosynthesis protein,6,6,1,1,106,3,27,,710,725,722,,,,,,OXC6357_00433,,OXC6609_00094,,OXC7157_01069,OXC7004_01658,,,,,,,,,,H1606_01672,H1607_01667,,,,,,,,
group_1479,,capsular polysaccharide biosynthesis protein,6,6,1,1,405,3,16,,1997,1997,1997,,,,,,OXC6357_00853,,OXC6609_00091,,OXC7157_01074,OXC7004_01653,,,,,,,,,,H1606_01676,H1607_01672,,,,,,,,
group_1484,,FIG01210424: hypothetical protein,6,6,1,1,2983,19,4,,425,449,445,,,,,,OXC6357_01345,,OXC6609_00751,,OXC7157_01589,OXC7004_01357,,,,,,,,,,H1606_01400,H1607_01366,,,,,,,,
group_1486,,FIG00470444: hypothetical protein,6,6,1,1,2221,173,10,,875,1274,1207,,,,,,OXC6357_01671,,OXC6609_01182,,OXC7157_01265,OXC7004_01034,,,,,,,,,,H1606_01021,H1607_00988,,,,,,,,
group_1501,kfoC,glucosyltransferase,6,6,1,1,871,220,12,,893,893,893,,,,,,,OXC6453_01625,,,,,,,,OXC7452_01578,,,,H1604_00628,,,,,,H1664_01352,,,,H704_01674,H22082_00664
group_1543,,Sodium-dependent phosphate transporter,6,6,1,1,2175,187,2,,329,329,329,OXC8500_00408,OXC8749_00279,,OXC4567_00584,,,,,,,,,,,,,,,,,,,,H1662_00149,,,,H1670_00798,,
group_1544,,Na+/Pi cotransporter protein,6,6,1,1,2176,187,1,,353,353,353,OXC8500_00409,OXC8749_00280,,OXC4567_00585,,,,,,,,,,,,,,,,,,,,H1662_00148,,,,H1670_00799,,
group_155,,TAT (twin-arginine translocation) pathway signal sequence domain protein,6,6,1,1,1137,111,1,,317,317,317,,,,,OXC6332_01063,,,,,,,OXC7095_00877,OXC7345_01039,OXC7358_00510,,,,,,,,,H1608_00631,,,H1666_00845,,,,
group_1567,,peptidase family protein,6,6,1,1,2634,167,7,,203,203,203,OXC8500_00844,OXC8749_01368,,OXC4567_01012,,,,,,,,,,,,,,,,,,,,H1662_01099,,,,H1670_00295,,
group_1578,,TP901 family tail tape measure protein,6,6,1,1,2746,2,30,,2222,2222,2222,OXC8500_01053,OXC8749_00020,OXC8885_01044,,,,,,,OXC7157_00522,,,,,,,,OXC6927_00802,,,,,,,,,H1668_00284,,,
group_1605,,membrane protein,6,6,1,1,21,38,3,,1448,1448,1448,OXC8500_01146,OXC8749_00931,,OXC4567_01629,,,,,,,,,,,,,,,,,,,,H1662_01420,,,,H1670_01436,,
group_1692,,small hydrophobic protein,6,6,1,1,828,57,2,,227,227,227,,,OXC8885_01460,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_1734,,"phage repressor protein, putative",6,6,1,1,1017,5,92,,734,734,734,,,,OXC4567_00642,,,OXC6453_01386,,,,,,OXC7345_01219,,,,,,,,,,,H1662_00091,,,,H1670_00475,,
group_1740,,hypothetical protein,6,6,1,1,1004,5,70,,227,227,227,,,,OXC4567_00652,,,OXC6453_01377,,,,,,,,,,,,,,,,,H1662_00081,,,,H1670_00486,,
sepA,,hemoglobin protease,6,6,1,1,1122,12,2,,704,1013,961,,,,,OXC6332_01123,,,,,,,OXC7095_00816,OXC7345_01099,OXC7358_00570,,,,,,,,,H1608_00692,,,H1666_00906,,,,
group_1809,sphX,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",6,6,1,1,1538,235,1,,995,995,995,,,,,,,,,OXC6729_01207,,,,,,,,OXC7664_00725,,,H1605_00503,,,,,,,,,,
group_1826,,Anaerobic dimethyl sulfoxide reductase chain A,6,6,1,1,1573,30,10,,188,188,188,,,,,OXC6332_00021,,,,,,,OXC7095_00201,OXC7345_00201,OXC7358_00230,,,,,,,,,H1608_00245,,,H1666_00537,,,,
group_1827,,Anaerobic dimethyl sulfoxide reductase chain A,6,6,1,1,1574,30,9,,158,158,158,,,,,OXC6332_00022,,,,,,,OXC7095_00200,OXC7345_00200,OXC7358_00229,,,,,,,,,H1608_00246,,,H1666_00536,,,,
dmsA_3,,Anaerobic dimethyl sulfoxide reductase chain A,6,6,1,1,1575,30,8,,386,386,386,,,,,OXC6332_00023,,,,,,,OXC7095_00199,OXC7345_00199,OXC7358_00228,,,,,,,,,H1608_00247,,,H1666_00535,,,,
dmsA_2,,Anaerobic dimethyl sulfoxide reductase chain A,6,6,1,1,1576,30,7,,467,467,467,,,,,OXC6332_00024,,,,,,,OXC7095_00198,OXC7345_00198,OXC7358_00227,,,,,,,,,H1608_00248,,,H1666_00534,,,,
dmsA_1,,Anaerobic dimethyl sulfoxide reductase chain A,6,6,1,1,1577,30,6,,464,464,464,,,,,OXC6332_00025,,,,,,,OXC7095_00197,OXC7345_00197,OXC7358_00226,,,,,,,,,H1608_00249,,,H1666_00533,,,,
dmsB,,Anaerobic dimethyl sulfoxide reductase chain B,6,6,1,1,1578,30,5,,656,656,656,,,,,OXC6332_00026,,,,,,,OXC7095_00196,OXC7345_00196,OXC7358_00225,,,,,,,,,H1608_00250,,,H1666_00532,,,,
dmsC,,Anaerobic dimethyl sulfoxide reductase chain C,6,6,1,1,1579,30,4,,866,866,866,,,,,OXC6332_00027,,,,,,,OXC7095_00195,OXC7345_00195,OXC7358_00224,,,,,,,,,H1608_00251,,,H1666_00531,,,,
group_1833,,FIG00470200: hypothetical protein,6,6,1,1,1580,30,3,,557,557,557,,,,,OXC6332_00028,,,,,,,OXC7095_00194,OXC7345_00194,OXC7358_00223,,,,,,,,,H1608_00252,,,H1666_00530,,,,
group_1834,,Putative Lactamase B ( Metallo-beta-lactamase superfamily),6,6,1,1,1607,73,2,,143,143,143,,,,,OXC6332_00032,,,,,,,OXC7095_00190,OXC7345_00190,OXC7358_00219,,,,,,,,,H1608_00256,,,H1666_00526,,,,
group_1835,,metallo-beta-lactamase domain protein,6,6,1,1,1611,73,1,,296,296,296,,,,,OXC6332_00033,,,,,,,OXC7095_00189,OXC7345_00189,OXC7358_00218,,,,,,,,,H1608_00257,,,H1666_00525,,,,
group_1836,,FIG00470447: hypothetical protein,6,6,1,1,1565,159,1,,203,203,203,,,,,OXC6332_00105,,,,,,,OXC7095_00117,OXC7345_00117,OXC7358_00146,,,,,,,,,H1608_00329,,,H1666_00453,,,,
group_1837,,periplasmic protein,6,6,1,1,1541,8,1,,305,305,305,,,,,OXC6332_00115,,,,,,,OXC7095_00107,OXC7345_00107,OXC7358_00136,,,,,,,,,H1608_00339,,,H1666_00443,,,,
group_1839,ugpC,ABC transporter related,6,6,1,1,1751,28,5,,398,398,398,,,,,OXC6332_00162,,,,,,,OXC7095_00085,OXC7345_00085,OXC7358_00090,,,,,,,,,H1608_00391,,,H1666_00421,,,,
malK,,ABC transporter related,6,6,1,1,1750,28,6,,473,473,473,,,,,OXC6332_00163,,,,,,,OXC7095_00084,OXC7345_00084,OXC7358_00089,,,,,,,,,H1608_00392,,,H1666_00420,,,,
ugpA,,possible permease protein of sugar ABC transporter,6,6,1,1,1749,28,7,,857,857,857,,,,,OXC6332_00164,,,,,,,OXC7095_00083,OXC7345_00083,OXC7358_00088,,,,,,,,,H1608_00393,,,H1666_00419,,,,
