	ERR494558	ERR713656	ERR278423	ERR083948	ERR083973	ERR084064	ERR108372	ERR128814	ERR193205	ERR221288	ERR221374	ERR278230	ERR278242	ERR278359	ERR278461	ERR343073	ERR356128	ERR593768	H1604	H1605	H1606	H1607	H1608	H1662	H1664	H1666	H1668	H1670	H704	SRR065736
trpE	510.1	510.1	510.1	513.4	510.1	510.4	510.1	508.7	510.1	510.1	513.4	513.4	513.4	510.4	510.1	508.7	510.1	510.1	509.5	508.7	510.1	510.1	513.4	510.1	510.4	513.4	510.1	510.1	510.1	510.1
artQ	256.8	256.8	256.8	253.9	256.5	256.3	256.5	256.3	256.5	256.5	253.9	253.9	253.9	256.3	256.8	256.3	256.8	256.8	256.5	256.3	256.5	256.5	253.9	256.8	256.1	253.9	256.8	256.8	256.8	256.8
queF	213.0	213.0	213.0	216.3			213.0	213.0	213.0		216.3	216.3	216.3		213.0	213.0	213.0	213.0	213.0	213.1	213.0	213.0	216.3	213.0		216.3	213.0	213.0	213.0	213.0
group_1807	295.1	295.1	295.1												297.6		295.2	295.1	297.6					295.1	297.6		297.6	295.1	297.6	297.6
ccpA	616.1	616.1	616.1	614.4	616.3	614.5	616.3	616.1	616.3	616.3	614.4	614.4	614.4	614.8	616.1	616.1	616.1	616.1	616.1	616.1	616.3	616.3	614.4	616.1	616.3	614.4	616.1	616.1	616.1	616.1
group_997	368.9	368.9	368.9	369.0	364.6	368.5	364.6	366.9	364.6	364.6	369.0	369.0	369.0	368.5	370.4	366.9	370.4	368.9	368.5	366.9	364.6	364.6	369.0	368.9	363.1	369.0	370.4	368.9	368.5	368.5
group_355	265.6	265.6	265.6		264.0	265.6	264.0			264.0				265.6	265.6		265.6	265.6	265.6		264.0	264.0		265.6			265.6	265.6	265.6	265.6
group_3333	538.7	538.7	538.7	540.4	540.1	539.1	540.1	540.1	540.1	540.1	540.4	540.4	540.4	539.1	538.7	540.1	538.7	538.7	538.7	540.1	540.1	540.1	540.4	538.7	539.1	540.4	538.7	538.7	538.7	538.7
algC	624.5	624.5	624.5	626.8	623.4	627.3	623.4	627.3	623.4	623.4	626.8	626.8	626.8	627.1	627.3	627.3	627.3	624.5	622.7	627.3	623.4	623.4	626.8	624.5	627.3	626.8	627.3	622.4	622.7	622.7
ftn	310.3	310.3	310.3	310.3	310.0	310.3	310.0	310.3	310.0	310.0	310.3	310.3	310.3	310.3	310.3	310.3	310.3	310.3	310.3	310.3	310.0	310.0	309.7	310.3	307.2	310.3	310.3	306.8	310.3	310.3
ugpC	512.5	512.5	512.5	509.5	513.7	513.8	513.7	513.6	513.7	513.7	509.5	509.5	509.5	513.8	510.4	513.6	513.8	512.5	512.5	513.6	513.7	513.7	509.5	512.5	513.8	509.5	513.8	512.5	512.5	512.5
flhB_2	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8	138.8
hypA	151.2	151.2	151.2	151.0	152.1	153.0	152.1	153.0	152.1	152.1	151.0	151.0	151.0	153.0	151.6	153.0	151.6	151.2	153.3	151.8	152.1	152.1	151.0	151.2	153.0	151.0	151.2	151.2	153.3	153.3
soj	484.4	484.4	484.4	483.5	484.4	484.3	484.4	484.4	484.4	484.4	483.5	483.5	483.5	484.3	484.4	484.4	484.4	484.4	484.4	484.4	484.4	484.4	483.5	484.4	484.3	483.5	484.4	482.5	484.4	484.4
infB	1364.6	1364.6	1364.6	1367.7	1366.7	1367.1	1366.7	1365.8	1366.7	1366.7	1367.7	1367.7	1367.7	1367.1	1365.2	1365.8	1364.9	1364.6	1361.7	1365.8	1366.7	1366.7	1367.7	1364.6	1367.1	1368.4	1362.9	1360.5	1364.6	1364.6
group_1465	854.2	854.2	854.2	847.4	853.2	854.2	853.2	852.5	853.2	853.2	847.4	847.4	847.4	854.2	855.1	852.5	855.1	854.2	847.6	852.5	853.2	853.2	847.4	854.2	854.2	847.4	855.1	854.2	847.6	847.6
murB	317.1	317.1	317.1	322.7	321.2	324.6	321.2	322.6	321.2	321.2	322.7	322.7	322.7	324.6	325.3	322.6	325.3	317.1	317.1	322.6	321.2	321.2	322.7	317.1	324.6	322.7	325.3	317.1	317.1	317.1
fliG	593.4	593.4	593.4	593.4	592.8	593.4	592.8	593.4	592.8	592.8	593.4	593.4	593.4	593.4	593.4	593.4	593.4	593.4	593.4	593.4	592.8	592.8	593.4	593.4	593.4	593.4	593.4	593.4	593.4	593.4
group_2645																			176.4										176.4	176.4
leuB	475.8	475.8	475.8	471.6	474.1	476.1	474.2	474.0	474.2	474.2	471.6	471.6	471.6	476.1	475.8	474.0	475.8	475.8	474.3	474.0	474.2	474.2	471.6	475.8	477.2	471.6	475.8	475.8	474.3	474.3
proC	302.8	302.8	302.8	306.9	304.1	302.8	304.1	304.1	304.1	304.1	306.9	306.9	306.9	302.8	303.3	304.1	302.8	302.8	302.7	304.1	304.1	304.1	306.9	302.8	302.8	306.9	303.3	302.8	302.7	302.7
hisH_2	172.5	172.5	172.5	173.9	171.8	173.6	171.8	172.5	171.8	171.8	173.9	173.9	173.9	173.6	172.5	172.5	172.5	172.5	172.5	172.5	171.8	171.8	173.9	172.5	170.2	173.9	172.5	172.5	172.5	172.5
xseA	522.5	522.5	522.5	522.3	518.6	521.3	518.6	521.9	518.6	518.6	522.3	522.3	522.3	521.3	522.5	521.9	522.5	522.5	522.5	521.9	518.6	518.6	522.2	522.5	514.7	522.3	522.5	522.5	522.5	522.5
dapA_1	97.4	97.4	97.4		97.7		97.7	98.0	97.7	97.7					96.5	98.0	96.5	97.4	96.5	98.0	97.7	97.7		97.4			96.5	97.4	96.5	96.5
ceuC	89.5	89.5	89.5	90.2	91.0	89.6	91.0	89.7	91.0	91.0	90.2	90.2	90.2	89.6	89.5	89.7	89.5	89.5	89.5	89.7	91.0	91.0	90.2	89.5	89.6	90.2	89.5	89.5	90.2	90.2
ctsT	21.3	21.3	21.3	20.5	21.3	21.3	21.3	21.3	20.4	21.3	20.5	20.5	20.5	21.3	21.3	21.3	21.3	21.3	21.3	21.3	21.3	21.3	20.5	21.3	21.3	20.5	21.3	21.3	21.3	21.3
pfs	385.6	385.6	385.6	383.3	386.1	386.1	386.1	384.6	386.1	386.1	383.3	383.3	383.3	386.1	386.1	384.6	386.1	385.6	386.1	384.6	386.1	386.1	383.3	385.6	386.1	383.3	386.1	385.6	386.1	386.1
group_1253	156.5	156.5	156.5	155.1	157.3	153.9	157.3	157.2	156.5	157.3	155.1	155.1	155.1	153.9	157.2	157.2	157.2	156.5	157.2	157.2	157.3	157.3	155.1	156.5	153.9	155.1	157.2	156.5	157.2	157.2
cheR	402.0	402.0	402.0	402.5	402.0	402.5	402.0	402.0	402.0	402.0	402.5	402.5	402.5	402.5	402.0	402.0	402.0	402.0	402.0	402.0	402.0	402.0	402.5	402.0	402.5	402.5	402.0	402.0	402.0	402.0
group_1545	427.0	427.0	427.0	423.8	427.0	427.0	427.0	425.5	427.0	427.0	423.8	423.8	423.8	427.0	427.0	425.5	427.0	427.0	427.0	425.5	427.0	427.0	423.8	427.0	427.0	423.8	427.0	427.0	427.0	427.0
purB		876.2		871.1	875.0	876.2	876.4	875.1	876.4	876.4	869.2	869.2	871.1	877.5	877.9	875.1	876.2		872.3	876.2	876.4	876.4	868.8		876.2	871.1		734.2		876.2
ppk	1230.4	1230.4	1230.4	1229.1	1229.0	1230.9	1229.0	1229.0	1229.0	1229.0	1229.1	1229.1	1229.1	1230.9	1230.4	1229.0	1230.4	1230.4	1229.0	1229.0	1229.0	1229.0	1229.1	1230.4	1230.9	1229.1	1230.4	1228.8	1229.0	1229.0
cydB	645.9	645.9	645.9	643.1	643.5	641.9	643.5	645.0	643.5	643.5	643.1	643.1	643.1	641.9	645.9	645.0	645.9	645.9	645.0	645.0	643.5	643.5	643.1	645.9	641.9	643.1	641.9	645.9	645.0	641.9
group_711	169.8	169.8	169.8	168.2	166.2	167.5	167.5	166.8	169.8	167.5	168.2	168.2	168.2	167.5	167.1	166.8	167.1	169.8	167.5	166.8	169.8	169.8	168.2	169.8	167.5	168.2	167.1	169.8	167.5	167.5
group_3285	194.1	194.1	194.1	194.1	193.1	194.1	193.1	193.1	193.1	193.1	194.1	194.1	194.1	194.1	193.5	193.1	193.5	194.1	194.1	193.1	193.1	193.1	194.1	194.1	194.1	194.1	193.5	194.1	194.1	194.1
group_3059	669.6	669.6	669.6	672.0	671.6	673.3	671.6	670.6	671.6	671.6	672.0	672.0	672.0	673.3	669.6	670.6	669.6	669.6	669.6	670.6	671.6	671.6	672.0	669.6	673.3	672.0	669.6	669.6	669.6	669.6
group_648	590.7	590.7	590.7		587.9		587.9	588.5	587.9	587.9					588.7	588.5	586.0	205.3	582.1	588.5	587.9	587.9		590.7			586.0	590.7	588.7	588.7
group_945	17.0	17.0	17.0		17.0	17.1	17.0	17.3	17.0	17.0				17.1	17.0	17.3	17.0	17.0	17.0	17.3	17.0	17.0		17.0	17.1		17.0	17.0	17.0	17.0
hslV	346.2	346.2	346.2	345.7	346.2	346.4	344.8	346.2	346.2	346.2	345.7	345.7	345.7	346.4	346.2	346.2	346.2	346.2	346.2	346.2	346.2	346.2	345.7	346.2	346.4	345.7	346.2	346.2	346.2	346.2
pepD	611.7	611.7	611.7	613.4	611.3	613.8	611.3	611.7	611.3	611.3	613.4	613.4	613.4	613.8	611.5	611.7	611.5	611.7	613.1	611.7	611.3	611.3	613.4	611.7	613.8	613.4	611.5	611.7	613.1	613.1
group_675	111.2	111.2		111.1	111.6	111.1				111.6				111.1	111.2		111.2	111.2	111.2	112.0	111.6	111.6	111.1	111.2	111.1	111.1	111.2	111.2	111.2	111.2
tgt	689.7	689.7	689.7	693.9	690.9	691.3	692.5	692.0	692.9	692.5	693.9	693.9	693.9	691.3	691.5	692.0	691.5	689.7	693.1	692.0	692.9	692.9	693.9	689.7	691.3	693.9	687.1	688.4	693.1	693.1
group_992	593.2	593.2	593.2	593.6	592.5	591.8	592.5	590.0	592.5	592.5	593.6	593.6	593.6	591.8	592.5	590.0	591.8	593.2	593.2	590.0	592.5	592.5	593.6	593.2	591.8	593.6	591.8	593.2	593.2	591.8
hom	660.7	660.7	660.7	661.3	662.0	661.9	662.0	660.2	663.3	662.0	661.3	661.3	661.3	661.9	661.5	660.2	661.5	660.7	660.2	660.2	662.0	662.0	661.3	660.7	661.9	661.3	661.5	660.7	663.8	663.8
bioA	752.1	752.1	752.1					752.3							752.1	752.3	752.1	752.1	752.1	752.3				752.1			752.1	752.1	752.1	752.1
htpX	563.3	563.3	563.3	562.7	564.0	563.7	564.0	563.6	561.5	564.0	562.9	562.9	562.7	563.7	563.3	563.6	563.3	563.3	563.3	563.6	561.5	561.5	562.9	563.3	560.2	562.9	563.3	563.3	563.7	563.7
pcrA	215.4	215.4	215.4	217.5	214.6	217.5	214.6	214.6	214.6	214.6	217.5	217.5	217.5	217.5	214.6	214.6	214.6	215.4	217.5	214.6	214.6	214.6	217.5	215.4	217.5	217.5	217.5	215.4	217.5	217.5
aroK	218.3	218.3	218.3		218.2	216.3	218.2	218.3	218.2	218.2				216.3	218.3	218.3	218.3	218.3	215.3	218.3	218.2	218.2		218.3	216.3		218.3	218.3	215.3	215.3
group_1372	203.9	203.9	203.9	203.9	202.5	203.9	202.5	203.9	202.5	202.5	203.9	203.9	203.9	203.9	203.9	203.9	203.9		203.9	203.9	202.5	202.5	203.9	203.9	203.9	203.9	203.9	203.9	203.9	203.9
group_2730	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6	33.6
hypE	502.3	502.3	502.3	502.2	501.7	500.1	501.7	500.1	501.7	501.7	502.2	502.2	502.2	500.1	503.3	500.1	503.3	502.3	502.6	500.1	501.7	501.7	502.2	502.3	500.1	502.2	502.3	502.3	503.3	503.3
purN	281.0	281.0	281.0	281.0	281.4	281.8	281.4	281.2	281.4	281.4	281.0	281.0	281.0	281.8	281.8	281.2	281.8	281.0	281.8	281.2	281.4	281.4	281.0	281.0	282.3	281.0	281.8	281.0	281.8	281.8
group_1067	78.2	78.2	78.2	76.4	78.2	78.2	78.2	78.2	78.2	78.2	76.4	76.4	76.4	78.2	78.2	78.2	78.2	78.2	78.2	78.2	78.2	78.2	76.4	78.2	78.2	76.4	78.2	78.2	78.2	78.2
sdhB	543.8	543.8	543.8	544.5	543.2	538.4	543.2	544.7	543.2	543.2	544.5	544.5	544.5	538.4	543.0	544.7	543.0	543.8	541.1	544.7	543.2	543.2	544.5	543.8	538.4	544.5	543.0	543.8	541.1	541.1
ispG	658.4	658.4	658.4	658.2	658.4	658.4	658.4	658.4	658.4	658.4	658.2	658.2	658.2	658.4	657.4	658.4	657.4	658.4	658.4	658.4	658.4	658.4	658.2	658.4	658.4	658.2	657.4	658.4	658.4	658.4
group_728	391.5	391.5	391.5	391.2	389.1	392.9	389.1	392.9	389.1	389.1	391.2	391.2	391.2	392.9	392.0	392.9	392.0	391.5	391.2	391.2	389.1	389.1	390.8	391.5	392.9	390.8	392.0	391.5	391.2	391.2
group_1054				493.7	493.3	493.3	493.3		493.3	493.3	493.7	493.7	493.7	493.3					492.6		493.3	493.3	493.7		493.3	493.7			492.6	492.6
group_990	782.9	782.9	782.9			788.2								788.2	780.4		780.4	782.9	776.6					782.9	790.1		783.4	782.9	776.6	776.6
proA	184.1	184.1	184.1	186.4	184.8	184.1	184.8	184.8	184.8	184.8	186.4	186.4	186.4	184.1	184.0	184.8	184.0	184.1	182.4	184.8	184.8	184.8	186.6	184.1	184.1	186.4	184.1	184.1	184.1	184.1
group_946	243.5	243.5	243.5		246.7	241.3	246.7	246.7	246.7	246.7				241.3	243.5	246.7	243.5	243.5	243.5	246.7	246.7	246.7		243.5	241.3		243.5	243.5	243.5	243.5
metQ_1	329.2	329.2	329.2	328.3	329.2	329.0	329.2	329.3	329.2	329.2	328.3	328.3	328.3	329.0	329.2	329.3	329.2	329.2	329.2	329.2	329.2	329.2	328.3	329.2	326.5	328.3	329.2	329.2	329.2	325.3
bepE	1767.9	1767.9	1767.9	1763.5	1770.1	1770.3	1770.1	1770.1	1769.5	1769.2	1763.1	1763.5	1763.5	1770.3		1770.1		1767.9	1770.2	1770.1	1770.1	1770.1	1763.5	1118.1	1769.0	1763.5	1767.9	1763.9	1770.3	1770.3
group_2814	435.9	435.9	435.9	436.6	437.7	437.7	437.7	437.7	437.7	437.7	436.6	436.6	436.6	437.7	437.7	437.7	437.7	435.9	437.7	437.7	437.7	437.7	436.6	435.9	436.7	436.6	437.7	435.9	437.7	437.7
group_2618																			307.9										307.9	307.9
group_2887	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	343.9	338.1	343.9	343.9
rsmG	233.9	233.9	233.9	233.4	233.9	233.3	233.9	229.9	233.9	233.9	233.9	233.9	233.4	233.3	231.2	229.9	231.2	233.9	231.4	232.2	233.9	233.9	233.9	233.9	233.3	233.9	231.2	233.9	231.4	231.4
group_1436	432.3	432.3	432.3	433.4	432.3	433.0	432.3	431.9	432.3	432.3	433.4	433.4	433.4	433.0	433.4	431.9	433.4	432.3	433.2	431.9	432.3	432.3	433.4	432.3	433.0	433.4	433.4	432.3	433.8	433.2
sdhC	446.1	446.1	446.1	448.0	446.0	448.2	446.0	448.0	446.0	446.0	448.0	448.0	448.0	448.2	446.1	448.0	446.1	446.1	448.2	448.0	446.0	446.0	448.0	446.1	448.2	448.2	446.1	446.1	448.2	448.2
rimP	192.0	192.0	192.0	189.1	195.2		195.2	192.4	193.1	195.2	189.1	189.1	189.1			192.4	195.1	192.0	192.0	192.4	195.2	195.2	189.1	192.0		189.1	195.1	192.0	192.0	192.0
group_1519	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3	103.3
group_853	663.0	664.9	664.9	652.0	660.8	664.9	660.8	659.4	660.8	660.8	654.2	654.2	652.0	664.9	664.9	659.4	664.9	664.9	660.1	659.4	660.8	660.8	654.2	664.9	664.9	654.2	664.9	664.9	660.1	660.1
group_737	265.4	265.4	265.4	262.9	267.2	266.8	267.2	264.1	267.2	267.2	262.9	262.9	262.9	266.8	265.4	264.1	265.4	265.4	265.1	264.1	267.2	267.2	262.9	265.4	266.8	262.9	265.4	265.4	265.1	265.1
accA	496.0	496.0	496.0	497.6	496.0	496.0	496.0	495.9	496.0	496.0	497.6	495.4	497.6	496.0	496.0	495.9	496.0	496.0	496.0	495.9	496.0	496.0	496.6	496.0	496.0	497.6	496.0	496.0	496.0	496.0
group_1104																													126.5	126.5
group_1741	482.8	482.8	482.8		482.3	481.8	482.3	481.1	482.3	482.3				481.8	482.8	481.1	482.8		481.8	478.2	482.3	482.3		482.8	481.8		476.4	482.8	481.8	481.8
group_749	246.2	246.2	246.2	244.6	243.0	246.2	246.2	244.5	246.2	246.2	244.6	244.6	244.6	246.2	246.2	244.5	246.2	246.2	245.4	244.5	246.2	246.2	244.6	246.2	246.2	244.6	246.2	246.2	245.4	245.4
group_889	209.7	209.7	209.7	209.7	207.7	206.5	207.7	207.7	207.7	207.7	209.7	209.7	209.7	206.5	209.7	207.7	209.7	209.7	207.1	207.7	207.7	207.7	209.7	209.7	206.5	209.7	209.7	209.7	207.1	207.1
group_213												221.6		221.3					224.3						159.2					224.3
rplJ	251.4	251.4	251.4	251.4	250.2	251.4	250.2	250.2	250.2	250.2	251.4	251.4	251.4	251.4	250.0	250.2	251.4	251.4	251.4	250.2	250.2	250.2	251.4	251.4	251.4	251.4	251.4	251.4	251.4	251.4
lptA	195.3	195.3	195.3	194.8	194.8	195.3	194.8	194.8	194.8	194.8	194.8	194.8	194.8	195.3	195.3	194.8	195.3	195.3	194.8	194.8	194.8	194.8	194.8	195.3	195.3	194.8	195.3	195.3	194.8	194.8
ttcA	423.7	423.7	423.7	424.2	424.9	424.9	424.9	424.4	424.9	424.9	424.2	424.2	424.2	424.9	424.9	424.4	424.9	423.7	424.9	424.4	424.9	424.9	424.2	423.7	424.9	424.2	423.5	420.0	424.9	424.9
gyrA	1594.8	1594.8	1594.8	1594.3	1592.9	1594.6	1592.9	1592.9	1591.3	1592.9	1594.3	1594.3	1594.3	1594.6	1594.8	1592.9	1594.8	1594.8	1593.2	1592.9	1592.9	1592.9	1594.3	1594.8	1589.1	1594.3	1594.8	1594.8	1593.2	1593.2
group_2993	186.2	186.2	186.2	187.0	186.9	187.0	186.9	187.0	186.9	186.9	187.0	187.0	187.0	187.0	186.2	187.0	186.2	186.2	186.2	187.0	186.9	186.9	187.0	186.2	187.0	187.0	186.2	186.2	186.2	186.2
fumC	946.9	946.9	946.9	946.8	950.2	949.5	950.2	948.5	950.1	950.2	946.8	946.8	946.8	949.5	949.4	948.5	949.4	946.9	944.7	948.5	950.2	950.2	946.8	946.9	949.5	946.8	949.4	945.2	944.7	949.5
mrdB	618.1	618.1	618.1	618.3	618.2	618.1	618.2	618.2	618.2	618.2	618.3	618.3	618.3	618.1	618.1	618.2	618.1	618.1	618.3	618.2	618.2	618.2	618.3	618.1	618.1	618.3	618.1	612.6	618.3	618.3
csrA	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7	113.7
group_1251	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	181.2	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	182.1	181.2	182.1	182.1	182.1
cheY	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4	217.4
group_2623																			583.3										583.3	583.3
group_2786	692.6	692.6	692.6	690.3	694.0	691.2	694.0	694.0	694.0	694.0	690.3	690.3	690.3	692.6	694.0	694.0	694.0	692.6	692.1	694.0	694.0	694.0	690.3	692.6	692.6	690.3	694.0	692.6	692.1	692.1
argD	536.2	536.2	536.2	533.2	534.9	536.1	534.9	536.7	534.9	534.9	533.2	533.2	533.2	536.1	536.2	536.7	536.2	536.2	536.2	437.1	534.9	534.9	533.2	536.2	536.1	531.8	536.2	536.2	536.2	536.2
lpxA	430.3	430.3	430.3	428.0	429.4	428.8	429.4	429.0	429.4	429.4	428.0	428.0	428.0	428.8	430.3	429.0	430.3	430.3	430.3	429.0	429.4	429.4	428.0	430.3	428.8	428.0	430.3	430.3	430.3	430.3
group_661	41.0	41.0	41.0	39.0		41.0		39.3			39.0	39.0	39.0	41.0	41.0	39.3	41.0	41.0	40.6	39.3			39.0	41.0	35.3	39.0	41.0	41.0	41.0	41.0
group_1271	80.1	80.1	80.1		78.7	80.0	78.7	76.0	79.4	78.7				80.0	79.4	79.0	79.4	80.1	80.1	79.0	78.7	78.7		80.1	80.0		79.4	80.1	79.0	79.0
dnaK	1241.3	1241.3	1241.3	1239.3	1241.3	1241.3	1241.3	1240.1	1241.3	1241.3	1239.3	1239.3	1239.3	1241.3	1241.3	1240.1	1241.3	1241.3	1240.4	1239.0	1241.3	1241.3	1239.3	1241.3	1241.3	1239.3	1241.3	1241.3	1240.1	1240.1
group_3195	276.4	276.4	276.4	273.9	274.6	274.6	274.6	276.4	274.6	274.6	273.9	273.9	273.9	274.6	276.4	276.4	276.4	276.4	274.7	273.2	274.6	274.6	273.9	276.4	274.6	273.9	276.4	276.4	274.7	274.7
flgJ	133.9	133.9	133.9	135.6	135.9	135.9	135.9	136.0	135.9	135.9	135.6	135.6	135.6	135.9	133.9	136.0	133.9	133.9	135.9	136.0	135.9	135.9	135.6	133.9	135.9	135.6	133.9	133.9	135.9	135.9
group_1353	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8	486.8
htpG	997.6	997.6	997.6	997.0	995.8	996.2	995.8	996.9	995.8	995.8	997.0	997.0	997.0	996.2	997.6	996.9	997.6	997.6	997.6	996.9	995.8	995.8	997.0	997.6	993.3	997.0	997.6	994.2	997.6	997.6
rpsA	874.3	874.3	874.3	880.4	877.3	876.6	877.3	875.1	877.3	877.3	880.4	880.4	880.4	876.6	874.3	875.1	874.3	874.3	878.3	875.1	877.3	877.3	880.4	874.3	876.6	880.4	874.3	874.3	874.3	874.3
group_3323	168.3	168.3	168.3	168.2	166.6	166.6	166.6	168.2	166.6	166.6	168.2	168.2	168.2	166.6	168.3	168.2	168.3	168.3	168.3	168.2	166.6	166.6	168.2	168.3	166.6	168.2	168.3	168.3	166.6	166.6
group_1421	523.8	523.8	523.8	526.4	524.8	523.9	524.8	524.8	524.8	524.8	526.4	526.4	526.4	523.9	525.8	524.8	525.8	523.8	525.8	524.8	524.8	524.8	526.4	523.8	523.9	526.4	525.8	523.8	525.8	525.8
yqeY	220.6	220.6	220.6	220.3	220.6	220.6	220.6	220.6	220.6	220.6	220.3	220.3	220.3	220.6	218.3	220.6	218.3	220.6	220.6	220.6	220.6	220.6	220.3	220.6	220.6	220.3	218.3	220.6	220.6	220.6
ftsZ	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0
group_1434	238.7	238.7	238.7	238.3	238.4	238.4	238.4	238.8	238.4	238.4	238.3	238.3	238.3	238.4	238.3	238.8	238.3	238.7	238.4	238.8	238.4	238.4	238.3	238.7	238.4	238.3	238.3	238.7	238.4	238.4
group_2309						202.9								202.9			202.9								202.9		202.9			202.9
flaA_1	818.0	818.0	818.0	808.9	816.7	821.1	816.7	823.9	816.7	816.7	808.9	808.9	808.9	821.1	820.4	823.9	820.4	818.0	817.3	514.4	816.7	816.7	808.9	818.0	818.7	808.9	820.4	818.0	820.4	820.4
secG	169.5	169.5	169.5	169.5	169.2	166.8	169.2	169.2	169.2	169.2	169.5	169.5	169.5	166.8	169.5	169.2	169.5	169.5	166.8	169.2	169.2	169.2	169.5	169.5	166.8	169.5	169.5	169.5	166.8	166.8
purM	585.7	585.7	585.7	586.1	585.2	588.5	585.2	586.0	586.7	585.2	586.1	586.1	586.1	588.5	585.7	586.0	588.5	585.7	585.7	586.0	586.7	586.7	586.1	584.6	588.5	586.1	585.7	580.6	585.7	585.7
flgN	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.7	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9	207.9
petC	424.2	424.2	424.2	424.5	425.4	424.2	425.4	425.2	425.4	425.4	424.5	424.5	424.5	424.2	425.4	425.2	425.4	424.2	425.3	425.2	425.4	425.4	424.5	424.2	421.9	424.5	424.9	424.2	424.2	424.2
vacA				462.2	207.6		207.6	353.8		207.6	462.2	462.2	462.2			353.8			457.7		207.6	207.6	462.2			462.2			457.7	457.7
tonB	238.2	238.2	238.2	244.6	243.3	245.1	243.3	240.3	243.3	243.3	244.6	244.6	244.6	245.1	243.3	240.3	243.3	238.2	243.3	240.3	243.3	243.3	244.6	238.2	245.1	244.6	243.3	238.2	243.3	243.3
fliW2	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7	181.7
engD	702.0	702.0	702.0	698.4	702.0	701.2	702.0	700.9	702.0	702.0	698.4	698.4	698.4	701.2	700.2	700.9	700.2	702.0	702.0	700.9	702.0	702.0	698.4	702.0	701.2	698.4	700.2	702.0	702.0	702.0
group_2806	815.6	815.6	815.6	817.2	816.8	816.4	816.8	812.9	816.8	816.8	817.2	817.2	817.2	816.4	816.4	812.9	816.4	815.6	812.1	812.9	816.8	816.8	817.2	815.6	816.4	817.2	816.4	815.6	816.4	816.4
yajR	647.3	647.3	647.3	646.1	647.3	645.8	647.3	644.4	647.3	647.3	646.1	646.1	646.1	645.8	647.3	644.4	647.3	647.3	646.9	644.4	647.3	647.3	646.1	647.3	645.8	646.1	647.3	646.1	646.9	646.9
folC	518.2	518.2	518.2	520.4	520.0	520.3	520.0	520.0	520.0	520.0	520.4	520.4	520.4	520.3	518.9	520.0	518.9	518.2	518.5	520.0	520.0	520.0	520.4	518.2	520.3	520.4	518.9	518.2	518.5	518.5
group_920	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4	208.4	228.4	228.4	228.4	228.4	228.4	228.4	228.4
modC	436.5	436.5	436.5	437.2	437.7	436.5	437.7		435.9	437.7	437.2	437.2	437.2	436.5	436.5		436.5	436.5	436.5		435.9	432.6	437.2	436.5	436.5	437.2	436.5	436.5	436.5	436.5
